scope,candidate,baseline,metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper,wins,ties,losses
near_pair_rare_distractor,receding_horizon_voi,passive,final_truth_probability,higher,30,0.40333333333333315,0.9988251668033803,0.5954918334700472,0.5599592067205886,0.642432399034629,30,0,0
near_pair_rare_distractor,computational_oracle,passive,total_decision_loss,lower,30,2.5,1.089543626376533,1.410456373623466,1.3349292295475201,1.4824465504639999,30,0,0
near_pair_rare_distractor,computational_oracle,passive,decision_cost,lower,30,2.5,0.6083333333333333,1.8916666666666666,1.8333333333333333,1.95,30,0,0
near_pair_rare_distractor,computational_oracle,passive,movement_cost,lower,30,0.0,0.4812102930432001,-0.4812102930432001,-0.5039225253888001,-0.45809037173760003,0,0,30
near_pair_rare_distractor,computational_oracle,passive,resolution_steps,lower,30,10.0,3.433333333333333,6.566666666666666,6.333333333333333,6.8,30,0,0
near_pair_rare_distractor,computational_oracle,passive,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,computational_oracle,passive,brier_score,lower,30,0.6083333333333335,6.514387975761948e-06,0.6083268189453576,0.5383238054363636,0.7016621453499924,30,0,0
near_pair_rare_distractor,computational_oracle,passive,log_loss,lower,30,0.999051349121275,0.000855613400518974,0.9981957357207559,0.8473635730248763,1.1989189214669227,30,0,0
near_pair_rare_distractor,computational_oracle,passive,final_truth_probability,higher,30,0.40333333333333315,0.9991460214586978,0.5958126881253647,0.5604336404324743,0.6427288436724028,30,0,0
near_pair_rare_distractor,passive,round_robin,total_decision_loss,lower,30,2.2689658922666665,2.5,-0.23103410773333294,-0.47576842239999967,0.013700206933333802,11,0,19
near_pair_rare_distractor,passive,round_robin,decision_cost,lower,30,0.3416666666666667,2.5,-2.158333333333333,-2.2,-2.1166666666666667,0,0,30
near_pair_rare_distractor,passive,round_robin,movement_cost,lower,30,1.9272992255999999,0.0,1.9272992255999999,1.7242315776,2.1303668736000003,30,0,0
near_pair_rare_distractor,passive,round_robin,resolution_steps,lower,30,2.3666666666666667,10.0,-7.633333333333334,-7.8,-7.466666666666667,0,0,30
near_pair_rare_distractor,passive,round_robin,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,passive,round_robin,brier_score,lower,30,2.2130644741072108e-06,0.6083333333333335,-0.6083311202688594,-0.701664823584724,-0.5383294884118848,0,0,30
near_pair_rare_distractor,passive,round_robin,log_loss,lower,30,0.0004274546557903697,0.999051349121275,-0.9986238944654845,-1.1992452199812258,-0.8480643919675612,0,0,30
near_pair_rare_distractor,passive,round_robin,final_truth_probability,higher,30,0.9995730999882446,0.40333333333333315,-0.5962397666549114,-0.6430209934132577,-0.5610130648028238,0,0,30
near_pair_rare_distractor,myopic_voi,round_robin,total_decision_loss,lower,30,2.2689658922666665,2.5,-0.23103410773333294,-0.47576842239999967,0.013700206933333802,11,0,19
near_pair_rare_distractor,myopic_voi,round_robin,decision_cost,lower,30,0.3416666666666667,2.5,-2.158333333333333,-2.2,-2.1166666666666667,0,0,30
near_pair_rare_distractor,myopic_voi,round_robin,movement_cost,lower,30,1.9272992255999999,0.0,1.9272992255999999,1.7242315776,2.1303668736000003,30,0,0
near_pair_rare_distractor,myopic_voi,round_robin,resolution_steps,lower,30,2.3666666666666667,10.0,-7.633333333333334,-7.8,-7.466666666666667,0,0,30
near_pair_rare_distractor,myopic_voi,round_robin,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,myopic_voi,round_robin,brier_score,lower,30,2.2130644741072108e-06,0.6083333333333335,-0.6083311202688594,-0.7016654952834959,-0.5383296825040474,0,0,30
near_pair_rare_distractor,myopic_voi,round_robin,log_loss,lower,30,0.0004274546557903697,0.999051349121275,-0.9986238944654845,-1.1992305115751405,-0.8479778107232641,0,0,30
near_pair_rare_distractor,myopic_voi,round_robin,final_truth_probability,higher,30,0.9995730999882446,0.40333333333333315,-0.5962397666549114,-0.6429819675349491,-0.5610305217574356,0,0,30
near_pair_rare_distractor,receding_horizon_voi,round_robin,total_decision_loss,lower,30,2.2689658922666665,1.7158890173979344,0.5530768748687329,0.37392536779094165,0.7432754520530347,24,6,0
near_pair_rare_distractor,receding_horizon_voi,round_robin,decision_cost,lower,30,0.3416666666666667,0.43333333333333335,-0.09166666666666666,-0.14166666666666666,-0.041666666666666664,0,20,10
near_pair_rare_distractor,receding_horizon_voi,round_robin,movement_cost,lower,30,1.9272992255999999,1.2825556840646009,0.6447435415353995,0.470882125538911,0.831815922786779,24,6,0
near_pair_rare_distractor,receding_horizon_voi,round_robin,resolution_steps,lower,30,2.3666666666666667,2.7333333333333334,-0.36666666666666664,-0.5666666666666667,-0.16666666666666666,0,20,10
near_pair_rare_distractor,receding_horizon_voi,round_robin,wrong_selection,lower,30,0.0,0.0,0.0,0.0,0.0,0,30,0
near_pair_rare_distractor,receding_horizon_voi,round_robin,brier_score,lower,30,2.2130644741072108e-06,1.2135145792695794e-05,-9.922081318588582e-06,-2.2979023199524097e-05,-2.107132756805053e-07,4,9,17
near_pair_rare_distractor,receding_horizon_voi,round_robin,log_loss,lower,30,0.0004274546557903697,0.0011778906935879234,-0.0007504360377975538,-0.0016239467132021586,-5.8155512406490836e-05,4,6,20
near_pair_rare_distractor,receding_horizon_voi,round_robin,final_truth_probability,higher,30,0.9995730999882446,0.9988251668033803,-0.0007479331848642616,-0.0015986672725286978,-4.9791207585402154e-05,4,6,20
near_pair_rare_distractor,computational_oracle,round_robin,total_decision_loss,lower,30,2.2689658922666665,1.089543626376533,1.1794222658901339,0.9078249345792003,1.4606232781397344,30,0,0
near_pair_rare_distractor,computational_oracle,round_robin,decision_cost,lower,30,0.3416666666666667,0.6083333333333333,-0.26666666666666666,-0.35,-0.18333333333333332,0,10,20
near_pair_rare_distractor,computational_oracle,round_robin,movement_cost,lower,30,1.9272992255999999,0.4812102930432001,1.4460889325568005,1.2370889588736003,1.6618863956889607,30,0,0
near_pair_rare_distractor,computational_oracle,round_robin,resolution_steps,lower,30,2.3666666666666667,3.433333333333333,-1.0666666666666667,-1.4,-0.7333333333333333,0,10,20
