seed,policy,dose,truth_mode,resolved,resolution_steps,selected_mode,wrong_selection,total_decision_loss,decision_cost,movement_cost,movement_distance,mean_discriminability,maximum_discriminability,final_truth_probability,final_entropy,trace_fingerprint,arm
6005,round_robin,0.1,0,True,5,0,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9983979530844412,0.011912294901819791,d402d19c265cf3928875e2e418340a20b884296060244538865936db593619cf,round_robin_dose_0_10
6006,round_robin,0.1,1,True,4,1,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9769980991265586,0.10950257924972441,1a0e3f58fca859179a71cf9a9c612ed8120ade759ea4b20c2493d931e429f1a3,round_robin_dose_0_10
6007,round_robin,0.1,0,True,3,0,False,0.40208252800000005,0.4,0.0020825280000000006,0.20825280000000004,0.33197180840118606,0.7432429772280031,0.9880852630417548,0.06462551032076957,1d93825243c64ab53e21c7fdfc2b81e5f85190be2a931811207c1195cc1e284d,round_robin_dose_0_10
6008,round_robin,0.1,0,True,4,0,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9987022188527125,0.009923418797848459,69670822018fc6d0f4cec3120802ce3f584bddd2699bec3c9a08cda96b05e36a,round_robin_dose_0_10
6009,round_robin,0.1,0,True,6,0,False,1.005680211410944,1.0,0.005680211410944,0.5680211410944,1.948792145973636,5.619407408658218,0.9991197714230862,0.007072538640999461,47a80b7a45d3a7bd41b3d24074e14252a6f15e9a0b3dea3c751b93a97f60b81f,round_robin_dose_0_10
6010,round_robin,0.1,1,True,4,1,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9764091173126694,0.11170296310271785,98d453f6ed328932327b37aff52334330d79f090d3405c5af8850236f2f72125,round_robin_dose_0_10
6011,round_robin,0.1,1,True,4,1,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.996583672893227,0.02281245298505151,9611300b2a3f8fa0474a82ab0a8e9b32e43859b839bc4a1eba4261fb6250dbf2,round_robin_dose_0_10
6012,round_robin,0.1,1,True,5,1,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9933911470018529,0.039759080605698015,897bc907149065d07c821571a9273ba7142d5dedf16345d87a1c90fd2ed1e53d,round_robin_dose_0_10
6013,round_robin,0.1,1,True,5,1,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9680347695035171,0.14150850359861308,a38c677d27b53ad01e5e03278be7b3dbccfaef3261d8d83cb32c8f4559f1ec32,round_robin_dose_0_10
6014,round_robin,0.1,1,True,7,1,False,1.2070297522158797,1.2,0.0070297522158796815,0.7029752215879681,2.9070764084777463,8.656781983502407,0.9999210262478203,0.0008249878923079733,ada9d9f8c698ef77fe64abcd51cdf58aab5096e6f8630399736ff626e253dac3,round_robin_dose_0_10
6015,round_robin,0.1,0,True,5,0,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.9822106292665371,0.08930631008034898,22b4a6ad60602054b458108e2596d2aaaebcbd23a7fb7e7099646c36e3b0eb10,round_robin_dose_0_10
6016,round_robin,0.1,1,True,6,1,False,1.005680211410944,1.0,0.005680211410944,0.5680211410944,1.948792145973636,5.619407408658218,0.9909584163534858,0.05154956257005767,99b5a0cd1666066f8c8b1ea7b3512e7e2690fef13c671e07e3a6acc341972de9,round_robin_dose_0_10
6017,round_robin,0.1,0,True,4,0,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9636551037498537,0.15614875198572423,18b948b762f251913aa918fcc6073691668f8d89343c23dc87212783c7dedbe3,round_robin_dose_0_10
6018,round_robin,0.1,1,True,6,1,False,1.005680211410944,1.0,0.005680211410944,0.5680211410944,1.948792145973636,5.619407408658218,0.9999880217790031,0.00014772038612528678,e924c90306fb167e62d80e0a078a0f3a139138c1d8925402b68ba71b746f0b63,round_robin_dose_0_10
6019,round_robin,0.1,1,True,5,1,False,0.8043891825152001,0.8,0.004389182515200001,0.4389182515200001,1.2146690934367192,3.3362981188812513,0.999244400139181,0.00618656506998346,2a9b12217bbc82ddbc442d8a57080958846711d70841624a7e49446a69b34c2f,round_robin_dose_0_10
6020,round_robin,0.1,1,True,4,1,False,0.60317942016,0.6000000000000001,0.0031794201600000007,0.31794201600000005,0.6842618370755862,1.7411319230987865,0.9985908115682033,0.010659152585762936,2bcfe59b474d88ebc2214eba4fa0ee82dca07a5091e91dc5ddf1ce1fb547b64b,round_robin_dose_0_10
