metric,direction,pairs,baseline_mean,candidate_mean,improvement_mean,ci95_lower,ci95_upper,wins,ties,losses,scope,candidate,baseline
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_nees,lower,2,1.808853030985524,1.8357711775241503,-0.026918146538626342,-0.08412904139125477,0.030292748314002083,1,0,1,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
coverage95_rate,higher,2,0.971875,0.965625,-0.006249999999999978,-0.012499999999999956,0.0,0,1,1,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
mean_topology_components,lower,2,2.078125,2.0718750000000004,0.006249999999999867,-0.08750000000000036,0.10000000000000009,1,0,1,asymmetric_partition,flocking_topology_admission_round_robin,flocking_topology_admission_posterior
integrated_loss,lower,2,0.5787795762685806,0.5552639425068633,0.02351563376171728,0.015073551796482398,0.03195771572695216,2,0,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
decision_loss,lower,2,0.45089306494127734,0.42788998344754414,0.023003081493733146,0.014978932938658818,0.031027230048807475,2,0,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
movement_per_step,lower,2,0.8525767421820223,0.8491597270621278,0.003417015119894562,0.0006307923854906861,0.006203237854298438,2,0,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
mean_nees,lower,2,1.8811822315809454,1.8233656245191514,0.05781660706179381,0.033360831989663664,0.08227238213392396,2,0,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
coverage95_rate,higher,2,0.959375,0.965625,0.006250000000000033,0.006249999999999978,0.006250000000000089,2,0,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
mean_delivery_ratio,higher,2,1.0,1.0,0.0,0.0,0.0,0,2,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
mean_topology_components,lower,2,1.66875,1.66875,0.0,-0.012499999999999956,0.012499999999999956,1,0,1,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_round_robin
integrated_loss,lower,2,0.5489139472102432,0.5552639425068633,-0.0063499952966201145,-0.017252628697569494,0.004552638104329265,1,0,1,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
decision_loss,lower,2,0.41706930798795183,0.42788998344754414,-0.010820675459592366,-0.02173918173999312,9.783082080838668e-05,1,0,1,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
movement_per_step,lower,2,0.8789642614819428,0.8491597270621278,0.02980453441981512,0.029698715223472227,0.029910353616158014,2,0,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
wrong_mode_action_rate,lower,2,0.0,0.0,0.0,0.0,0.0,0,2,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
mean_nees,lower,2,1.8364568118830045,1.8233656245191514,0.013091187363853063,0.000429217069424892,0.025753157658281234,2,0,0,failure_partition,flocking_topology_admission_receding_voi,flocking_topology_admission_posterior
