scenario,algorithm,runs,integrated_loss_mean,integrated_loss_std,decision_loss_mean,decision_loss_std,position_rmse_mean,position_rmse_std,movement_distance_mean,movement_distance_std,movement_per_step_mean,movement_per_step_std,wrong_mode_action_rate_mean,wrong_mode_action_rate_std,mean_nees_mean,mean_nees_std,p95_nees_mean,p95_nees_std,coverage95_rate_mean,coverage95_rate_std,mean_delivery_ratio_mean,mean_delivery_ratio_std,mean_topology_components_mean,mean_topology_components_std,mean_missing_evidence_residual_mass_mean,mean_missing_evidence_residual_mass_std,investigation_request_rate_mean,investigation_request_rate_std,investigation_residual_guard_rate_mean,investigation_residual_guard_rate_std,investigation_replan_rate_mean,investigation_replan_rate_std,investigation_active_motion_rate_mean,investigation_active_motion_rate_std,investigation_probe_rate_mean,investigation_probe_rate_std,mean_investigation_active_agents_mean,mean_investigation_active_agents_std,mean_investigation_mode_count_mean,mean_investigation_mode_count_std,investigation_planning_sequences_mean,investigation_planning_sequences_std,runtime_seconds_mean,runtime_seconds_std
flapping_reconnect,flocking_topology_admission_receding_voi,2,0.46824070279196234,0.025228649003212145,0.3375860829066251,0.017401904649347932,0.3692870039511553,0.017390890164402206,139.36492787769305,8.348527310788526,0.8710307992355815,0.05217829569242827,0.0,0.0,1.8724482822548323,0.0014873062520525115,5.544522928897191,0.10195268195459217,0.9625,0.0,1.0,0.0,1.515625,0.015625,0.02034198571263319,0.0011767096436522007,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,2.0358942915918306,0.021185208461247385
false_split_dropout,flocking_topology_admission_posterior,2,0.4246057377598087,0.008751123761414653,0.28358247015041804,0.000822792411293044,0.3216475052433404,0.0053695686657029285,150.42481878335005,8.456886773463054,0.9401551173959377,0.05285554233414408,0.0,0.0,1.847590059611207,0.04038097015522746,5.369649481734127,0.16185813285808104,0.95625,0.006250000000000033,0.6389322916666667,0.001171874999999989,1.06875,0.006249999999999978,0.014384952642333654,9.076855484679847e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8009628339204937,0.009783874964341521
false_split_dropout,flocking_topology_admission_round_robin,2,0.43179602746572465,0.0005276754779104387,0.29325778205285896,0.006112009638277682,0.33173351971409604,0.0008538130476255235,147.77412844039006,7.0823307906006505,0.9235883027524379,0.044264567441254066,0.0,0.0,1.9133408109895407,0.03350240214267697,5.487983620623378,0.005476301961240271,0.9593750000000001,0.003124999999999989,0.6440104166666667,0.01171875,1.125,0.0,0.015647374500350347,0.00022438748759713838,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0125,0.0,0.0,0.0,0.1,0.0,0.996875,0.003124999999999989,0.0,0.0,1.8059964580461383,0.012788833118975163
false_split_dropout,flocking_topology_admission_receding_voi,2,0.4335630426597018,0.0055068079805235814,0.2940986773935789,0.0008156478535888967,0.33688827507188657,0.0023159667007376927,148.7619896171978,6.743952889719992,0.9297624351074862,0.04214970556074993,0.0,0.0,1.9363042948402562,0.04123546249652499,5.467974123954025,0.08679974122901246,0.95625,0.0,0.6391927083333333,0.0032552083333332593,1.1124999999999998,0.006249999999999978,0.012820986768159015,8.892893326163318e-05,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996875,0.003124999999999989,25.0,0.0,1.8530668755993247,0.0014031664468348026
admission_censoring_control,flocking_topology_admission_posterior,2,0.4727515764529132,0.0288408869156197,0.337121897055905,0.017281704201020737,0.3681171680834613,0.01979505102198212,144.6716580234754,12.329794895572222,0.9041978626467212,0.07706121809732636,0.0,0.0,1.7797148065128066,0.00961870049721203,5.231493618214848,0.15969813660600884,0.965625,0.003124999999999989,1.0,0.0,1.540625,0.009375000000000022,0.02237656488249266,0.0019192442688144781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312212687334977,0.005369396531023085
admission_censoring_control,flocking_topology_admission_round_robin,2,0.47683691790672267,0.029028220482048644,0.34214663638399256,0.019059901972318327,0.37286348385404033,0.019957346841145862,143.66963362424545,10.632873077045645,0.8979352101515341,0.06645545673153525,0.0,0.0,1.732549006699483,0.0160234433527513,5.23045800055726,0.06418686958967923,0.965625,0.003124999999999989,1.0,0.0,1.6124999999999998,0.025000000000000022,0.023464729250045384,0.0008723702696532293,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0125,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,1.3530483960639685,0.049897687043994665
admission_censoring_control,flocking_topology_admission_receding_voi,2,0.48245907821465084,0.03384904828593724,0.34844062935879944,0.023862700648945523,0.377899471192478,0.02147452079460574,142.9530121129082,10.652104146124472,0.8934563257056762,0.06657565091327794,0.0,0.0,1.7951052846561577,0.02817045688790687,5.226961727994974,0.032056727942030516,0.9625,0.006249999999999978,1.0,0.0,1.590625,0.034375000000000044,0.02296644738764072,0.0014555324813195856,0.0125,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,1.3642405829159543,0.018210125039331615
source_assignment_competition,flocking_topology_admission_posterior,2,1.1649093839557294,0.034055121936659605,1.031350723193463,0.025402535238917223,1.140662442863321,0.012458662467619064,142.46257147975095,9.229425810925221,0.8903910717484435,0.057683911318282655,0.0,0.0,1.6226913111766517,0.06793530148555893,4.724722517114334,0.30770757607368093,0.98125,0.006250000000000033,1.0,0.0,1.0,0.0,0.02035872540283277,0.003794748805485153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6581845834152773,0.0178021244937554
source_assignment_competition,flocking_topology_admission_round_robin,2,1.1405225010527358,0.03307623716590413,1.0031560010061689,0.025299682108886667,1.110606319057648,0.009006803687787168,146.524266716338,8.294992060818629,0.9157766669771125,0.05184370038011643,0.0,0.0,1.6008169184998038,0.06401292121132685,4.582483207669931,0.11029811119023858,0.98125,0.006250000000000033,1.0,0.0,1.003125,0.0031250000000000444,0.020917538350910835,0.004230400280047366,0.1,0.012500000000000004,0.0,0.0,0.034375,0.0031249999999999993,0.1,0.012500000000000004,0.0,0.0,0.8,0.10000000000000003,0.578125,0.09062499999999998,0.0,0.0,0.6474476250587031,0.02342912496533245
source_assignment_competition,flocking_topology_admission_receding_voi,2,1.1406356140790974,0.028361547383136565,1.0078517132213693,0.018931356942668343,1.1141046118374187,0.006759434890473592,141.63616091491008,10.058869803166147,0.885226005718188,0.06286793626978837,0.0,0.0,1.5998584495282513,0.0660757684889739,4.620025641270404,0.12285077610736028,0.98125,0.006250000000000033,1.0,0.0,1.003125,0.0031250000000000444,0.020362164671914647,0.003921125159907942,0.128125,0.0031250000000000028,0.0,0.0,0.046875,0.0031250000000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.715625,0.053125000000000026,187.5,12.5,0.8298436244949698,0.0366419586353004
raw_channel_colluding_ramp,flocking_topology_admission_posterior,2,3.647514159038547,0.03631640197364727,3.5124818860517197,0.027149598696933896,3.152729368764121,0.021089371133742763,144.03442451928248,9.777923495160806,0.9002151532455154,0.061112021844755005,0.0,0.0,400.92729128571625,8.40088717915583,717.637134622554,3.2573173883398567,0.159375,0.009375000000000008,1.0,0.0,1.00625,0.006249999999999978,0.7720165389815117,0.009166920530848166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0802405624417588,0.011008729576133192
raw_channel_colluding_ramp,flocking_topology_admission_round_robin,2,3.649832467467699,0.035694798998223254,3.5153216431041043,0.02401763854288208,3.156334562089826,0.01868932341979379,143.4782126545017,12.45563781903057,0.8967388290906355,0.0778477363689411,0.0,0.0,404.57033171926275,7.33688293349141,736.0303750203054,3.596848330996579,0.159375,0.009375000000000008,1.0,0.0,1.0,0.0,0.7711469739880727,0.009909944964837492,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1037525209831074,0.00530402094591409
raw_channel_colluding_ramp,flocking_topology_admission_receding_voi,2,3.649832467467699,0.035694798998223254,3.5153216431041043,0.02401763854288208,3.156334562089826,0.01868932341979379,143.4782126545017,12.45563781903057,0.8967388290906355,0.0778477363689411,0.0,0.0,404.57033171926275,7.33688293349141,736.0303750203054,3.596848330996579,0.159375,0.009375000000000008,1.0,0.0,1.0,0.0,0.7711469739880727,0.009909944964837492,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.067904771422036,0.04756543750409037
